Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.3-192.168.10.16-3268-34938-6,192.168.10.16,34938,192.168.10.3,3268,6,5/7/2017 8:46,38604150,40,26,6718,5640,403,0,167.95,155.0157891,622,72,216.9230769,141.9647627,320.1210233,1.709660749,593910,3376268.762,2.60E+07,1,3.86E+07,989850,4335481.822,2.60E+07,3,3.86E+07,1544151.24,5381215.565,2.60E+07,1,1,0,0,0,1280,832,1.03615803,0.673502719,0,622,190.4626866,151.9900643,23100.97965,0,1,0,0,1,0,0,0,0,193.3484848,167.95,216.9230769,1280,0,0,0,0,0,0,40,6718,26,5640,341,2075,25,32,2291611.5,3240333.088,4582873,350,1.70E+07,1.27E+07,2.60E+07,8015391,BENIGN
192.168.10.3-192.168.10.16-389-53856-6,192.168.10.16,53856,192.168.10.3,389,6,5/7/2017 8:46,84377779,72,44,11488,16522,418,0,159.5555556,151.3154423,1173,126,375.5,274.2332652,331.9594369,1.374769535,733719.8174,4314609.867,3.67E+07,1,8.44E+07,1188419.423,5456112.45,3.67E+07,1,8.43E+07,1961291.256,6934814.697,3.67E+07,2,1,0,0,0,2304,1408,0.853305229,0.521464306,0,1173,242.8461538,230.4196926,53093.23475,0,1,0,0,1,0,0,0,0,244.9396552,159.5555556,375.5,2304,0,0,0,0,0,0,72,11488,44,16522,842,2079,43,32,1099505.25,2170690.279,4355408,340,2.00E+07,1.38E+07,3.67E+07,8189092,BENIGN
192.168.10.3-192.168.10.16-0-0-0,192.168.10.16,0,192.168.10.3,0,0,5/7/2017 8:46,48,2,0,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,41666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.16-88-42456-6,192.168.10.16,42456,192.168.10.3,88,6,5/7/2017 8:48,1140,9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5485964.912,13157.89474,81.42857143,215.1753182,826,2,1140,142.5,298.4454963,879,2,1010,202,352.3953745,826,4,0,0,0,0,304,208,7894.736842,5263.157895,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-216.58.219.195-49227-443-6,192.168.10.5,49227,216.58.219.195,443,6,5/7/2017 8:46,62752164,97,164,2715,206212,432,0,27.98969072,72.29878613,2860,0,1257.390244,622.9793595,3329.399126,4.159219115,241354.4769,3636256.17,5.86E+07,0,6.28E+07,653668.375,5989977.002,5.87E+07,2,6.27E+07,384400.0368,4594735.543,5.87E+07,1,0,0,0,0,1952,3292,1.545763426,2.613455689,0,2860,797.4312977,774.4053664,599703.6715,0,0,0,1,0,0,0,0,1,800.48659,27.98969072,1257.390244,1952,0,0,0,0,0,0,97,2715,164,206212,8192,393,96,20,4031123,0,4031123,4031123,5.86E+07,0,5.86E+07,5.86E+07,BENIGN
192.168.10.12-209.133.217.165-123-123-17,192.168.10.12,123,209.133.217.165,123,17,5/7/2017 8:45,66067540,2,2,96,96,48,48,48,0,48,48,48,0,2.906116983,0.060544104,2.20E+07,3.80E+07,6.59E+07,67295,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,40,40,0.030272052,0.030272052,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,67295,0,67295,67295,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
172.217.11.46-192.168.10.5-443-49245-6,192.168.10.5,49245,172.217.11.46,443,6,5/7/2017 8:46,62352947,1270,1857,67946,3244720,1677,0,53.5007874,257.5931048,4290,0,1747.29133,901.5022596,53127.6573,50.14999532,19946.56014,1046110.42,5.85E+07,0,6.24E+07,49135.49803,1644086.337,5.86E+07,48,6.23E+07,33545.02155,1358480.434,5.85E+07,1,0,0,0,0,25668,37152,20.36792263,29.78207269,0,4290,1059.036445,1096.183263,1201617.746,0,0,0,1,0,0,0,0,1,1059.37512,53.5007874,1747.29133,25668,0,0,0,0,0,0,1270,67946,1857,3244720,8192,1622,1253,20,3770390,0,3770390,3770390,5.85E+07,0,5.85E+07,5.85E+07,BENIGN
192.168.10.12-208.81.1.244-123-123-17,192.168.10.12,123,208.81.1.244,123,17,5/7/2017 8:45,67043010,2,2,96,96,48,48,48,0,48,48,48,0,2.863833232,0.059663192,2.23E+07,3.86E+07,6.70E+07,42958,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,40,40,0.029831596,0.029831596,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,43335,0,43335,43335,6.70E+07,0,6.70E+07,6.70E+07,BENIGN
192.168.10.15-64.4.54.36-49477-443-6,192.168.10.15,49477,64.4.54.36,443,6,5/7/2017 8:48,630956,9,9,2947,6537,1845,0,327.4444444,611.7364856,1460,0,726.3333333,708.4096626,15031.15907,28.52813825,37115.05882,79111.10037,324508,42,630956,78869.5,142785.1172,423388,65,562849,70356.125,107711.3617,324508,49,0,0,0,0,192,192,14.26406913,14.26406913,0,1845,499.1578947,666.146986,443751.807,0,0,0,1,0,0,0,0,1,526.8888889,327.4444444,726.3333333,192,0,0,0,0,0,0,9,2947,9,6537,8192,510,8,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-23.21.173.157-51062-443-6,192.168.10.12,51062,23.21.173.157,443,6,5/7/2017 8:47,60407117,15,13,1042,4820,710,0,69.46666667,187.0881636,1448,0,370.7692308,590.9890233,97.04154562,0.463521542,2237300.63,4219974.429,1.02E+07,10,6.04E+07,4314794.071,5136082.668,1.02E+07,78,6.04E+07,5029690.833,5229923.039,1.02E+07,49,0,0,0,0,488,424,0.248315112,0.21520643,0,1448,202.137931,437.3541981,191278.6946,0,0,0,1,0,0,0,0,0,209.3571429,69.46666667,370.7692308,488,0,0,0,0,0,0,15,1042,13,4820,29200,123,3,32,87904.83333,82649.41428,256434,50677,9979928.833,328878.9021,1.02E+07,9338449,BENIGN
192.168.10.12-66.228.59.187-123-123-17,192.168.10.12,123,66.228.59.187,123,17,5/7/2017 8:45,68046168,2,2,96,96,48,48,48,0,48,48,48,0,2.821613702,0.058783619,2.27E+07,3.92E+07,6.80E+07,46084,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,40,40,0.029391809,0.029391809,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,46319,0,46319,46319,6.80E+07,0,6.80E+07,6.80E+07,BENIGN
192.168.10.12-104.131.53.252-123-123-17,192.168.10.12,123,104.131.53.252,123,17,5/7/2017 8:45,66024163,2,2,96,96,48,48,48,0,48,48,48,0,2.908026263,0.06058388,2.20E+07,3.81E+07,6.60E+07,24069,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,40,40,0.03029194,0.03029194,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,24069,0,24069,24069,6.60E+07,0,6.60E+07,6.60E+07,BENIGN
192.168.10.3-192.168.10.50-3268-53580-6,192.168.10.50,53580,192.168.10.3,3268,6,5/7/2017 8:46,111928102,20,10,4024,1820,403,0,201.2,206.4286802,622,72,182,231.9003617,52.21208879,0.268029203,3859589.724,1.48E+07,6.82E+07,2,1.12E+08,5890952.737,1.81E+07,6.82E+07,3,1.12E+08,1.24E+07,2.54E+07,6.82E+07,2,1,0,0,0,640,320,0.178686135,0.089343068,0,622,201.516129,211.1910464,44601.65806,0,1,0,0,1,0,0,0,0,208.2333333,201.2,182,640,0,0,0,0,0,0,20,4024,10,1820,460,2079,9,32,74237,1161.069335,75058,73416,5.59E+07,1.74E+07,6.82E+07,4.36E+07,BENIGN
192.168.10.3-192.168.10.50-389-54594-6,192.168.10.50,54594,192.168.10.3,389,6,5/7/2017 8:46,112032453,42,28,7062,10262,416,0,168.1428571,159.6328977,1139,126,366.5,293.3229165,154.6337649,0.624818953,1623658.739,9672717.551,6.82E+07,1,1.12E+08,2732498.854,1.25E+07,6.82E+07,1,1.12E+08,4147822.704,1.53E+07,6.82E+07,2,1,0,0,0,1344,896,0.374891372,0.249927581,0,1139,249.6760563,240.6144975,57895.33642,0,1,0,0,1,0,0,0,0,253.2428571,168.1428571,366.5,1344,0,0,0,0,0,0,42,7062,28,10262,1046,2078,27,32,75274.5,1628.466917,76426,74123,5.59E+07,1.74E+07,6.82E+07,4.36E+07,BENIGN
192.168.10.9-192.168.10.50-14031-56654-6,192.168.10.9,14031,192.168.10.50,56654,6,5/7/2017 8:48,35506,14,6,18467,24,2920,0,1319.071429,1183.430767,6,0,4,3.098386677,520785.2194,563.2850786,1868.736842,6834.20843,29645,1,35506,2731.230769,8217.504175,29645,2,30132,6026.4,13366.68762,29937,1,0,0,0,0,304,144,394.299555,168.9855236,0,2920,880.5238095,1146.391714,1314213.962,0,0,0,1,0,0,0,0,0,924.55,1319.071429,4,304,0,0,0,0,0,0,14,18467,6,24,8192,357,12,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-192.168.10.50-14031-56654-6,192.168.10.9,14031,192.168.10.50,56654,6,5/7/2017 8:48,10,2,0,2071,0,2065,6,1035.5,1455.932862,0,0,0,0,2.07E+08,200000,10,0,10,10,10,10,0,10,10,0,0,0,0,0,1,0,0,0,40,0,200000,0,6,2065,1378.666667,1188.764204,1413160.333,0,1,0,0,1,0,0,0,0,2068,1035.5,0,40,0,0,0,0,0,0,2,2071,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-192.168.10.50-14031-56654-6,192.168.10.50,56654,192.168.10.9,14031,6,5/7/2017 8:48,5,3,0,18,0,6,6,6,0,0,0,0,0,3600000,600000,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0,0,0,0,0,0,0,0,60,0,600000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,389,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-192.168.10.50-14031-56654-6,192.168.10.9,14031,192.168.10.50,56654,6,5/7/2017 8:48,70,2,1,12,6,6,6,6,0,6,6,6,0,257142.8571,42857.14286,35,48.08326112,69,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,20,28571.42857,14285.71429,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,6,40,0,0,0,0,0,0,2,12,1,6,256,389,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-192.168.10.50-14030-21-6,192.168.10.9,14030,192.168.10.50,21,6,5/7/2017 8:48,157650,18,25,200,480,43,0,11.11111111,12.18914121,51,0,19.2,14.20387271,4313.352363,272.7561053,3753.571429,13777.01992,69502,0,157583,9269.588235,29199.53444,117590,1,157540,6564.166667,17882.30645,69502,0,0,0,0,0,384,524,114.1769743,158.579131,0,51,15.45454545,13.8906938,192.9513742,0,0,0,1,0,0,0,0,1,15.81395349,11.11111111,19.2,384,0,0,0,0,0,0,18,200,25,480,8192,229,16,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-192.168.10.50-14030-21-6,192.168.10.50,21,192.168.10.9,14030,6,5/7/2017 8:48,53,1,3,6,18,6,6,6,0,6,6,6,0,452830.1887,75471.69811,17.66666667,26.31222783,48,1,0,0,0,0,0,49,24.5,33.23401872,48,1,0,0,0,0,20,60,18867.92453,56603.77358,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,229,255,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.103.189.157-49468-443-6,192.168.10.15,49468,23.103.189.157,443,6,5/7/2017 8:48,6292353,42,59,152323,6328,20440,0,3626.738095,4220.612365,2289,0,107.2542373,394.4798231,25213.30256,16.05122917,62923.53,558370.6142,5588079,0,6292353,153472.0244,870569.5363,5588079,43,600178,10347.89655,21663.20062,84943,0,0,0,0,0,852,1192,6.674768564,9.376460602,0,20440,1555.401961,3217.726589,1.04E+07,0,0,0,1,0,0,0,0,1,1570.80198,3626.738095,107.2542373,852,0,0,0,0,0,0,42,152323,59,6328,8192,251,41,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-72.21.91.29-49251-80-6,192.168.10.5,49251,72.21.91.29,80,6,5/7/2017 8:47,115999155,16,14,519,802,435,0,32.4375,107.3604327,796,0,57.28571429,212.6226085,11.38801399,0.258622574,3999970.862,4883002.386,1.00E+07,50,1.16E+08,7733277,4138815.248,1.00E+07,173,1.10E+08,8490293.692,3762392.362,1.00E+07,1832,0,0,0,0,332,424,0.137932039,0.120690534,0,796,42.61290323,159.905113,25569.64516,0,0,0,1,0,0,0,0,0,44.03333333,32.4375,57.28571429,332,0,0,0,0,0,0,16,519,14,802,8192,288,15,20,32985.54545,26813.64731,113702,23516,1.00E+07,21821.0397,1.00E+07,9937465,BENIGN
192.154.108.74-192.168.10.12-123-123-17,192.168.10.12,123,192.154.108.74,123,17,5/7/2017 8:45,67068667,2,2,96,96,48,48,48,0,48,48,48,0,2.862737677,0.059640368,2.24E+07,3.86E+07,6.69E+07,68507,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,40,40,0.029820184,0.029820184,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,68507,0,68507,68507,6.69E+07,0,6.69E+07,6.69E+07,BENIGN
192.168.10.8-52.38.199.186-49203-443-6,192.168.10.8,49203,52.38.199.186,443,6,5/7/2017 8:47,60878814,14,12,722,3403,329,0,51.57142857,100.0351587,1528,2,283.5833333,571.4540399,67.75756177,0.427077965,2435152.56,4306907.962,9993122,87,6.09E+07,4682985.692,5139370.813,1.01E+07,197,6.08E+07,5526717.091,5194454.552,1.01E+07,214,0,0,0,0,292,244,0.229965058,0.197112907,0,1528,152.7777778,396.8291953,157473.4103,0,0,0,1,0,0,0,0,0,158.6538462,51.57142857,283.5833333,292,0,0,0,0,0,0,14,722,12,3403,8192,31088,13,20,202759.3333,286729.8243,788040,84509,9943695.167,80927.55995,9993122,9798367,BENIGN
192.168.10.8-52.38.199.186-49203-443-6,192.168.10.8,49203,52.38.199.186,443,6,5/7/2017 8:48,44,1,1,6,6,6,6,6,0,6,6,6,0,272727.2727,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,22727.27273,22727.27273,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,63863,31088,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-445-49429-6,192.168.10.14,49429,192.168.10.3,445,6,5/7/2017 8:46,90031259,10,10,48,12,6,0,4.8,2.529822128,6,0,1.2,2.529822128,0.666435199,0.222145066,4738487.316,1.12E+07,3.00E+07,1,9.00E+07,1.00E+07,1.50E+07,3.00E+07,1,9.00E+07,1.00E+07,1.50E+07,3.00E+07,1,0,0,0,0,224,296,0.111072533,0.111072533,0,6,3.142857143,3.070597894,9.428571429,0,0,0,0,1,0,0,0,1,3.3,4.8,1.2,224,0,0,0,0,0,0,10,48,10,12,253,2047,7,20,22.33333333,5.859465277,29,18,3.00E+07,11679.22134,3.00E+07,3.00E+07,BENIGN
192.168.10.8-52.36.90.35-49205-443-6,192.168.10.8,49205,52.36.90.35,443,6,5/7/2017 8:47,60927720,14,13,745,3275,351,0,53.21428571,104.9015499,1506,0,251.9230769,549.7747208,65.97982002,0.443148045,2343373.846,4255613.663,1.00E+07,49,6.09E+07,4686747.692,5153068.822,1.01E+07,103,6.08E+07,5070331,5232004.59,1.01E+07,49,0,0,0,0,292,344,0.229780468,0.213367577,0,1506,143.5714286,387.6624561,150282.1799,0,0,0,1,0,0,0,0,0,148.8888889,53.21428571,251.9230769,292,0,0,0,0,0,0,14,745,13,3275,8192,114,13,20,171683.1667,209323.5562,598942,83523,9961455.167,81269.3396,1.00E+07,9796325,BENIGN
173.255.246.13-192.168.10.12-123-123-17,192.168.10.12,123,173.255.246.13,123,17,5/7/2017 8:45,66081348,2,2,96,96,48,48,48,0,48,48,48,0,2.905509736,0.060531453,2.20E+07,3.80E+07,6.59E+07,81278,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,52,60,0.030265726,0.030265726,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,81278,0,81278,81278,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.3-192.168.10.12-123-123-17,192.168.10.12,123,192.168.10.3,123,17,5/7/2017 8:45,69000139,4,4,192,192,48,48,48,0,48,48,48,0,5.56520618,0.115941795,9857162.714,2.61E+07,6.90E+07,3,6.90E+07,2.30E+07,3.98E+07,6.90E+07,3,6.90E+07,2.30E+07,3.98E+07,6.90E+07,3,0,0,0,0,80,80,0.057970898,0.057970898,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,127,0,127,127,6.90E+07,0,6.90E+07,6.90E+07,BENIGN
138.236.128.36-192.168.10.12-123-123-17,192.168.10.12,123,138.236.128.36,123,17,5/7/2017 8:45,67041862,2,2,96,96,48,48,48,0,48,48,48,0,2.863882271,0.059664214,2.23E+07,3.86E+07,6.70E+07,41826,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,40,40,0.029832107,0.029832107,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,45082,0,45082,45082,6.70E+07,0,6.70E+07,6.70E+07,BENIGN
192.168.10.5-72.21.91.29-49235-80-6,192.168.10.5,49235,72.21.91.29,80,6,5/7/2017 8:46,117823881,21,19,2265,3998,435,0,107.8571429,187.3991157,796,0,210.4210526,359.5463679,53.15560773,0.339489751,3021125.154,4491873.02,1.00E+07,68,1.18E+08,5890019.45,4773512.087,1.00E+07,4467,1.18E+08,6544403.278,4609785.561,1.00E+07,825,0,0,0,0,432,512,0.178232119,0.161257632,0,796,152.7560976,280.9867239,78953.53902,0,0,0,1,0,0,0,0,0,156.575,107.8571429,210.4210526,432,0,0,0,0,0,0,21,2265,19,3998,8192,296,20,20,739242.7273,1619220.223,4758933,23505,9969883.545,75041.09384,1.00E+07,9754179,BENIGN
192.168.10.5-72.21.91.29-49234-80-6,192.168.10.5,49234,72.21.91.29,80,6,5/7/2017 8:46,117863651,21,19,2265,3992,435,0,107.8571429,187.3991157,796,0,210.1052632,359.738469,53.08676549,0.339375199,3022144.897,4505687.169,1.00E+07,11,1.18E+08,5891590.9,4800602.216,1.00E+07,4418,1.18E+08,6546601.333,4632226.553,1.00E+07,768,0,0,0,0,432,524,0.178171979,0.161203219,0,796,152.6097561,281.0666183,78998.4439,0,0,0,1,0,0,0,0,0,156.425,107.8571429,210.1052632,432,0,0,0,0,0,0,21,2265,19,3992,8192,296,20,20,713545.3636,1598831.274,4821631,23518,9998438.091,22668.27596,1.00E+07,9953073,BENIGN
192.168.10.3-192.168.10.15-445-49419-6,192.168.10.15,49419,192.168.10.3,445,6,5/7/2017 8:47,90006232,10,10,48,12,6,0,4.8,2.529822128,6,0,1.2,2.529822128,0.666620507,0.222206836,4737170.105,1.12E+07,3.00E+07,1,9.00E+07,1.00E+07,1.50E+07,3.00E+07,3,9.00E+07,1.00E+07,1.50E+07,3.00E+07,1,0,0,0,0,224,296,0.111103418,0.111103418,0,6,3.142857143,3.070597894,9.428571429,0,0,0,0,1,0,0,0,1,3.3,4.8,1.2,224,0,0,0,0,0,0,10,48,10,12,253,2051,7,20,16,10.81665383,25,4,3.00E+07,27.46512941,3.00E+07,3.00E+07,BENIGN
184.84.243.199-192.168.10.5-80-49226-6,192.168.10.5,49226,184.84.243.199,80,6,5/7/2017 8:46,119691241,18,17,668,780,292,0,37.11111111,92.74943405,384,0,45.88235294,127.2781807,12.09779419,0.292419058,3520330.618,4813477.154,1.00E+07,66,1.20E+08,7039325.059,4663816.074,1.00E+07,182,1.20E+08,7479326.938,4459505.659,1.00E+07,493,0,0,0,0,384,496,0.150386944,0.142032114,0,384,40.22222222,107.9383716,11650.69206,0,0,0,1,0,0,0,0,0,41.37142857,37.11111111,45.88235294,384,0,0,0,0,0,0,18,668,17,780,8192,980,16,20,33096.41667,25288.6561,95868,21861,9939280.75,205479.5663,1.00E+07,9290330,BENIGN
192.168.10.255-192.168.10.17-138-138-17,192.168.10.17,138,192.168.10.255,138,17,5/7/2017 8:46,25,12,0,2820,0,235,235,235,0,0,0,0,0,1.13E+08,480000,2.272727273,2.284333999,9,1,25,2.272727273,2.284333999,9,1,0,0,0,0,0,0,0,0,0,240,0,480000,0,235,235,235,0,0,0,0,0,0,0,0,0,0,0,254.5833333,235,0,240,0,0,0,0,0,0,12,2820,0,0,-1,-1,11,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-99.224.25.39-123-123-17,192.168.10.12,123,99.224.25.39,123,17,5/7/2017 8:45,68072312,2,2,96,96,48,48,48,0,48,48,48,0,2.820530027,0.058761042,2.27E+07,3.92E+07,6.79E+07,67019,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,40,40,0.029380521,0.029380521,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,67019,0,67019,67019,6.79E+07,0,6.79E+07,6.79E+07,BENIGN
192.168.10.12-45.79.109.111-123-123-17,192.168.10.12,123,45.79.109.111,123,17,5/7/2017 8:45,66081103,2,2,96,96,48,48,48,0,48,48,48,0,2.905520509,0.060531677,2.20E+07,3.80E+07,6.59E+07,81022,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,52,60,0.030265839,0.030265839,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,81278,0,81278,81278,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.15-204.79.197.229-49480-443-6,192.168.10.15,49480,204.79.197.229,443,6,5/7/2017 8:48,5628616,1686,1391,143944,2463606,2389,0,85.37603796,357.1856474,5840,0,1771.104242,999.8335746,463266.6361,546.6707979,1829.849155,14547.03411,581010,0,5628616,3340.424926,20598.73493,606871,1,5604062,4031.699281,22269.87068,581010,1,0,0,0,0,34340,27832,299.5407752,247.1300227,0,5840,847.157245,1107.057732,1225576.822,0,0,0,1,0,0,0,0,0,847.4325642,85.37603796,1771.104242,34340,0,0,0,0,0,0,1686,143944,1391,2463606,65535,1026,1647,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-4.53.160.75-123-123-17,192.168.10.12,123,4.53.160.75,123,17,5/7/2017 8:45,68040823,2,2,96,96,48,48,48,0,48,48,48,0,2.821835356,0.058788237,2.27E+07,3.92E+07,6.80E+07,40645,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,40,40,0.029394118,0.029394118,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,40645,0,40645,40645,6.80E+07,0,6.80E+07,6.80E+07,BENIGN
192.168.10.12-198.55.111.50-123-123-17,192.168.10.12,123,198.55.111.50,123,17,5/7/2017 8:45,66094892,2,2,96,96,48,48,48,0,48,48,48,0,2.904914346,0.060519049,2.20E+07,3.80E+07,6.59E+07,93832,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,40,40,0.030259524,0.030259524,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,93832,0,93832,93832,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.15-23.103.189.157-49481-443-6,192.168.10.15,49481,23.103.189.157,443,6,5/7/2017 8:48,5282418,37,61,152323,6206,23360,0,4116.837838,4440.770751,1460,0,101.7377049,326.2102544,30010.68829,18.55211004,54457.91753,464835.7093,4582236,1,5282418,146733.8333,761125.0143,4582236,15,604201,10070.01667,20978.15133,84280,1,0,0,0,0,752,1232,7.004368075,11.54774196,0,23360,1601.30303,3335.321649,1.11E+07,0,0,0,1,0,0,0,0,1,1617.642857,4116.837838,101.7377049,752,0,0,0,0,0,0,37,152323,61,6206,8192,3730,36,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.194.182.93-49484-80-6,192.168.10.15,49484,23.194.182.93,80,6,5/7/2017 8:49,48194,4,5,1594,214,1242,0,398.5,585.123064,196,0,42.8,85.68080298,37515.04337,186.745238,6024.25,11096.41623,24715,1,23473,7824.333333,13450.82199,23356,48,24926,6231.5,12459.00008,24920,1,0,0,0,0,92,112,82.99788355,103.7473544,0,1242,180.8,390.7192229,152661.5111,0,0,0,1,0,0,0,0,1,200.8888889,398.5,42.8,92,0,0,0,0,0,0,4,1594,5,214,8192,1024,3,20,0,0,0,0,0,0,0,0,BENIGN
